genus,MEO10_0,MEO10_6,MEO11_0,MEO11_6,MEO12_0,MEO12_6,MEO13_0,MEO13_6,MEO14_0,MEO14_6,MEO15_0,MEO15_6,MEO16_0,MEO16_6,MEO17_0,MEO17_6,MEO18_0,MEO18_6,MEO19_0,MEO19_6,MEO1_0,MEO1_7,MEO20_0,MEO20_6,MEO2_0,MEO2_7,MEO3_0,MEO3_7,MEO4_0,MEO4_7,MEO5_0,MEO5_7,MEO6_0,MEO6_7,MEO7_0,MEO7_6,MEO9_0,MEO9_6,MEY10_0,MEY10_6,MEY12_0,MEY12_6,MEY13_0,MEY13_6,MEY14_0,MEY14_6,MEY15_0,MEY15_cntrl,MEY16_0,MEY16_6,MEY17_0,MEY17_6,MEY18_0,MEY18_6,MEY19_0,MEY19_6,MEY1_0,MEY1_6,MEY20_0,MEY20_6,MEY21_0,MEY21_6,MEY22_0,MEY22_6,MEY23_0,MEY23_6,MEY24_0,MEY24_6,MEY2_0,MEY2_6,MEY3_0,MEY3_6,MEY5_0,MEY5_6,MEY6_0,MEY6_6,MEY9_0,MEY9_6,total,superkingdom,kingdom,phylum,class,order,family,tax
Agrilactobacillus,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Agrilactobacillus
Amylolactobacillus,1,7,1,5,10,3,16,1,17,7,23,1,5,10,0,6,0,2,3,1,3,9,8,0,1,0,6,9,2,2,6,9,14,1,5,5,0,0,1,1,0,0,0,0,4,3,0,0,1,6,7,1,1,2,2,3,48,1,1,13,0,0,3,16,2,9,0,0,0,0,0,1,3,4,0,0,3,17,352,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Amylolactobacillus
Apilactobacillus,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Apilactobacillus
Bombilactobacillus,1,6,0,1,0,2,5,2,6,4,2,0,2,2,2,3,1,1,0,2,2,3,2,0,1,0,1,1,1,0,2,1,6,0,0,1,0,1,1,1,0,0,0,1,1,1,0,0,1,1,1,0,1,3,1,1,33,0,1,3,0,1,3,1,0,4,2,0,1,1,0,1,0,1,1,1,0,4,136,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Bombilactobacillus
Companilactobacillus,2,16,2,7,15,6,20,2,15,8,8,3,4,9,9,6,2,5,2,10,7,13,10,7,9,5,5,12,13,3,14,11,3,11,5,3,4,8,5,1,1,2,4,7,6,4,1,0,3,7,12,6,13,24,2,20,28,12,7,8,0,13,58,18,6,11,2,8,5,3,4,11,7,3,6,6,7,38,673,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Companilactobacillus
Dellaglioa,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Dellaglioa
Fructilactobacillus,0,1,0,0,0,1,0,0,9,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Fructilactobacillus
Fructobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Fructobacillus
Furfurilactobacillus,0,3,3,0,2,0,2,0,4,0,6,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,0,1,0,2,1,0,0,0,0,2,2,1,0,4,0,0,5,0,0,0,0,0,0,3,1,3,0,0,0,0,0,0,0,0,1,1,0,2,59,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Furfurilactobacillus
Holzapfelia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Holzapfelia
Lacticaseibacillus,6,14,0,2,19,2,14,0,3,2,34,3,3,4,0,8,0,0,0,7,7,19,9,1,10,1,2,7,1,3,14,5,26,10,3,11,1,0,0,1,0,0,1,3,0,0,0,1,0,5,4,4,2,11,0,2,71,3,0,21,0,4,5,16,0,6,0,0,1,0,0,1,5,4,2,0,0,18,442,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lacticaseibacillus
Lactiplantibacillus,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactiplantibacillus
Lactobacillus,4173,2572,5215,7428,8072,4632,388,6022,194,7296,211,64,2721,16,9476,14,1493,6165,3725,5609,75,1468,10483,7331,22801,14757,10406,4640,11293,16546,2103,6659,1502,733,1932,251,2227,1048,2,2,14,5,13,2097,836,483,3,2,106,10,15,8,14626,19073,3898,20,1094,30,588,5220,3553,13240,11314,174,7205,20137,63171,572,23,6,5,329,262,4,16,8,6,50,359961,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus
Lapidilactobacillus,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,14,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lapidilactobacillus
Latilactobacillus,0,1,1,0,0,1,0,2,2,1,0,0,1,0,0,0,1,1,1,2,0,2,2,0,0,1,0,0,0,0,2,3,4,0,1,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,1,2,1,2,3,2,0,0,0,0,5,2,4,2,1,1,0,1,1,3,0,0,0,1,0,1,68,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Latilactobacillus
Lentilactobacillus,1,9,0,3,8,0,4,1,6,5,6,2,4,1,0,1,1,4,3,3,1,6,11,1,3,1,3,0,3,0,7,3,6,6,2,5,1,4,0,1,1,0,1,0,2,3,0,0,1,2,3,2,4,5,2,5,30,4,3,3,1,1,5,3,3,10,1,5,3,0,1,2,1,2,0,2,3,18,258,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lentilactobacillus
Leuconostoc,0,3,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,2,2,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,1,0,1,2,0,1,2,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,8,42,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Leuconostoc
Levilactobacillus,2,5,1,3,0,0,6,0,6,2,2,0,6,1,0,4,0,0,0,3,2,2,1,0,2,2,0,1,3,1,3,0,6,3,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,5,0,0,14,0,0,1,1,0,0,2,4,2,0,1,0,0,0,0,0,0,0,0,0,8,111,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Levilactobacillus
Ligilactobacillus,6423,4218,5834,1520,9060,1500,6421,394,5575,6092,23876,3937,4444,2825,2351,3375,139,1150,364,936,9936,50451,23860,900,4455,4722,9528,13195,45803,5922,24817,9258,27250,4506,5051,1809,6,2,676,1407,231,1036,438,5013,2232,2589,643,26,830,3838,1487,2687,2602,6506,576,4438,99992,5213,139,6889,200,438,984,5522,6055,5579,1491,3285,6363,97,876,1008,14482,8843,3889,2065,4913,22486,569969,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Ligilactobacillus
Limosilactobacillus,4051,2147,5408,10637,4102,1434,115,2797,50,4229,9,11,10,5,62,1,534,2467,1254,7417,22,825,6948,3104,8327,16670,1691,1618,6808,5342,652,1312,641,421,1996,318,922,1661,1,1,3,4,5,181,170,169,0,0,14,2,5,3,3,6877,1,9,538,7,82,2603,1249,4238,989,6,1,108,0,9,5,0,1,108,26,3,3,0,2,13,123457,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Limosilactobacillus
Liquorilactobacillus,9,33,4,6,24,8,26,2,30,9,36,4,12,10,4,9,2,8,1,4,15,28,12,3,9,3,10,14,24,5,26,13,32,9,6,12,0,0,2,2,0,4,1,8,6,3,0,0,3,7,13,5,12,22,2,13,107,5,4,16,0,4,12,18,5,18,0,3,8,1,2,0,8,3,3,3,7,57,849,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Liquorilactobacillus
Loigolactobacillus,0,6,2,2,5,1,10,0,5,5,3,0,1,1,0,2,2,3,2,4,3,4,16,2,3,3,1,4,5,1,8,1,13,6,0,0,0,1,0,0,1,0,0,2,3,1,0,0,1,4,3,1,0,5,1,2,20,2,0,1,0,2,9,5,0,3,3,2,3,0,3,0,5,1,4,0,6,12,230,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Loigolactobacillus
Oenococcus,1,1,0,0,0,0,0,0,4,1,1,1,1,2,1,3,1,1,0,0,2,0,0,2,0,0,3,3,2,1,2,1,4,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,4,3,0,2,0,3,5,0,2,0,0,4,2,1,0,0,0,0,0,0,2,0,71,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Oenococcus
Paucilactobacillus,0,0,0,1,0,0,2,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,2,3,1,0,0,0,0,1,0,5,3,0,1,3,0,0,1,1,0,1,1,0,0,1,0,0,2,0,1,0,2,2,1,0,5,2,0,2,0,0,7,1,3,1,2,0,1,1,0,0,0,0,0,1,3,2,74,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Paucilactobacillus
Pediococcus,2,9,3,11,6,6,13,7,5,4,7,2,3,3,3,4,1,1,2,10,1,9,11,4,7,4,5,6,8,7,3,7,10,7,3,5,1,4,1,0,1,2,2,2,1,1,5,0,1,4,0,1,6,12,1,8,32,6,1,7,1,7,10,9,9,8,2,3,2,2,3,2,1,3,3,1,6,15,385,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Pediococcus
Periweissella,3,13,3,5,10,12,11,1,9,9,16,1,6,3,4,4,2,2,4,5,13,10,11,17,11,5,8,8,5,5,9,8,6,6,4,9,3,6,1,2,3,6,5,7,8,4,2,0,1,7,8,3,8,18,1,17,50,14,5,6,2,5,42,11,9,22,6,6,11,11,6,13,3,6,1,5,6,33,641,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Periweissella
Schleiferilactobacillus,0,1,0,0,2,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,22,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Schleiferilactobacillus
Secundilactobacillus,1,4,2,3,61,1,6,0,7,37,8,18,1,2,4,1,4,3,0,6,3,52,7,2,1,9,1,3,15,1,56,1,3,6,0,23,0,2,0,10,4,9,2,29,1,0,4,0,1,0,2,64,52,133,1,120,17,28,0,13,3,3,12,2,9,45,3,12,19,4,0,6,1,2,11,1,0,9,986,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Secundilactobacillus
Weissella,0,3,0,3,6,5,4,2,24,0,4,1,5,6,5,3,6,0,1,4,4,7,13,11,2,5,1,9,9,7,6,9,13,20,1,3,2,8,1,2,0,1,2,4,4,3,2,0,3,4,9,2,3,14,2,15,15,8,1,1,0,2,32,4,8,15,5,15,7,9,6,10,3,7,2,10,6,20,469,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Weissella
Lactococcus,0,0,0,2,0,0,0,3,32,14,0,0,6,0,0,0,0,0,7,37,22,0,17,49,15,31,10,0,4,1,86,0,31,23,8,0,36,0,3,0,0,0,0,0,6,0,0,0,6,5,9,6,42,0,10,0,33,6,0,0,0,0,212,20,78,28,41,99,8,57,0,35,0,82,0,91,0,44,1355,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactococcus
Lactovum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Lactovum
Streptococcus,492,12,419,60,233,78,171,26,74,41,567,234,78,29,78,34,10,76,7,81,76,468,220,138,137,572,63,90,195,141,231,209,83,133,29,47,20,47,11,51,17,32,31,27,41,21,73,0,11,24,114,16,188,56,29,33,79,202,20,73,2,33,152,53,324,220,92,195,22,18,39,186,69,78,264,148,107,236,9086,Bacteria,Bacteria_none,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Bacteria;Bacteria_none;Firmicutes;Bacilli;Lactobacillales;Streptococcaceae;Streptococcus
Bianquea,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,26,2,0,0,0,0,1,0,0,2,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,0,1,0,2,0,0,0,0,9,0,4,1,0,0,0,1,0,1,0,0,0,3,1,0,68,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Bianqueaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Bianqueaceae;Bianquea
Caldicoprobacter,0,0,0,2,0,0,2,0,0,0,24,0,0,0,0,0,1,2,0,0,1,0,3,2,3,4,0,6,3,3,15,0,0,3,0,0,0,4,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,7,7,3,4,0,0,0,16,0,4,0,0,0,0,2,0,4,0,3,0,2,2,46,183,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Caldicoprobacteraceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Caldicoprobacteraceae;Caldicoprobacter
Christensenella,0,9,0,2,4,6,18,4,8,2,1,5,11,3,3,4,4,1,3,10,17,6,17,27,8,11,17,11,14,12,23,15,29,7,5,11,5,11,3,5,2,6,3,2,6,9,2,0,2,4,14,4,9,12,2,18,15,18,6,2,0,4,46,14,14,18,10,18,6,7,4,14,0,4,1,8,10,52,718,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Christensenella
Gehongia,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,0,1,0,0,2,2,0,0,1,1,2,1,1,3,4,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,4,0,0,0,4,1,0,1,0,1,6,0,5,2,1,0,1,0,3,0,0,2,0,0,2,1,65,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Gehongia
Guopingia,20,3,0,3,3,3,15,2,5,4,2,3,1,3,0,2,2,5,4,4,9,2,26,9,5,3,6,10,10,4,10,11,8,15,2,0,0,0,1,3,1,0,1,1,1,1,0,0,0,3,5,0,13,1,1,0,26,8,2,0,0,2,95,4,7,10,10,1,24,7,1,1,1,2,1,9,6,17,480,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Guopingia
Luoshenia,6,16,0,3,6,17,9,9,46,38,6,3,8,9,15,8,36,12,11,34,34,8,41,102,18,52,90,103,155,134,138,52,40,51,9,22,43,30,2,8,9,19,9,9,11,25,5,0,6,8,24,11,64,51,19,39,58,11,28,20,0,46,357,26,227,44,54,80,15,80,13,6,9,73,44,97,13,69,3103,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Christensenellaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Christensenellaceae;Luoshenia
Abyssisolibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Abyssisolibacter
Alkaliphilus,0,1,0,1,0,3,3,1,8,0,1,1,3,3,0,1,1,2,2,13,5,10,18,9,3,3,4,2,0,3,2,4,0,0,0,7,2,5,1,8,1,0,3,4,2,2,0,0,0,3,4,3,3,6,2,0,12,8,5,3,0,2,23,4,4,2,1,14,3,4,0,8,2,1,5,3,6,14,287,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Alkaliphilus
Anaeromicrobium,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,4,29,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anaeromicrobium
Anaeromonas,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,1,8,1,1,0,0,0,1,0,0,0,0,0,0,2,0,1,29,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anaeromonas
Anaerophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,29,0,0,17,26,1,0,20,0,0,0,0,0,0,0,0,0,0,0,1,104,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anaerophilus
Anaerosolibacter,1,1,1,0,1,1,2,1,2,1,0,1,0,2,0,0,0,1,0,0,1,1,2,2,0,0,0,1,1,1,2,1,3,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,0,0,2,4,2,2,0,1,0,3,2,0,0,2,7,0,0,1,1,3,2,0,0,1,0,1,1,2,6,13,92,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anaerosolibacter
Anoxynatronum,1,2,0,0,0,5,2,0,5,0,1,4,2,2,2,3,7,2,4,6,4,7,13,14,3,3,2,3,5,5,5,4,6,2,0,4,4,5,2,2,1,2,1,0,1,2,1,0,2,2,6,0,11,7,0,4,12,15,7,4,0,4,36,3,7,11,8,10,3,6,7,5,2,4,4,1,3,17,350,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Anoxynatronum
Beduini,0,1,1,4,5,0,1,5,1,0,0,0,0,0,0,1,0,0,1,3,4,0,15,3,1,0,4,0,2,1,16,30,35,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,12,3,0,1,0,0,6,4,1,3,2,0,2,1,1,0,0,0,0,0,0,0,201,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Beduini
Butyricicoccus,6,72,12,27,55,57,146,28,224,46,33,248,210,211,167,121,611,230,218,408,381,78,944,1769,326,2870,147,726,739,527,1006,652,865,693,51,116,231,235,51,204,95,191,113,83,178,270,177,1,173,181,470,203,188,501,78,616,511,1218,288,141,1,164,3435,165,2598,830,466,2077,349,810,527,1304,95,268,28,573,397,2995,38499,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Butyricicoccus
Caloramator,1,4,0,0,1,6,12,2,6,2,1,2,2,4,2,3,3,1,2,5,0,4,32,12,3,3,13,11,17,16,7,8,6,7,0,2,3,3,2,0,1,0,3,1,2,6,3,0,2,3,2,2,3,5,5,1,14,47,4,0,0,12,30,3,5,16,1,8,3,9,3,10,1,7,7,15,3,29,474,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Caloramator
Caminicella,2,4,0,0,6,3,5,3,18,5,3,15,2,7,3,2,2,4,27,26,23,9,8,19,7,7,4,29,18,14,10,14,17,18,2,2,1,3,2,0,3,7,10,1,9,13,7,0,6,7,7,4,8,17,5,17,7,35,19,4,0,22,68,9,7,24,7,51,4,14,0,23,0,9,5,14,36,128,951,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Caminicella
Clostridium,75,243,130,131,107,295,449,165,2442,176,137,236,994,568,266,276,399,474,611,1681,779,9056,9063,2273,18716,1094,10902,12740,16397,2405,7071,3395,1283,1112,497,915,4590,453,159,336,196,276,460,263,281,357,500,3,329,275,1078,455,768,885,227,1282,8383,5128,1948,382,15845,498,7307,1123,2128,2884,708,3735,1617,1232,679,1875,2314,880,3870,1484,827,2118,187691,Bacteria,Bacteria_none,Firmicutes,Clostridia,Eubacteriales,Clostridiaceae,Bacteria;Bacteria_none;Firmicutes;Clostridia;Eubacteriales;Clostridiaceae;Clostridium
