genus,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,tax
Silvibacterium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,none,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Bacteria;none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Silvibacterium
Fudania,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Actinomycetales,Actinomycetaceae,Bacteria;none;Actinobacteria;Actinomycetia;Actinomycetales;Actinomycetaceae;Fudania
Paucihalobacter,0.0,0.0,1.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Paucihalobacter
Spongitalea,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Spongitalea
Vaginella,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Vaginella
Traorella,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Erysipelotrichia,Erysipelotrichales,Erysipelotrichaceae,Bacteria;none;Firmicutes;Erysipelotrichia;Erysipelotrichales;Erysipelotrichaceae;Traorella
Paracholeplasma,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Bacteria;none;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Paracholeplasma
Alteracholeplasma,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Tenericutes,Mollicutes,Acholeplasmatales,Acholeplasmataceae,Bacteria;none;Tenericutes;Mollicutes;Acholeplasmatales;Acholeplasmataceae;Alteracholeplasma
Proteiniphilum,0.0,0.0,0.0,0.0,0,0.0,1.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Bacteria;none;Bacteroidota;Bacteroidia;Bacteroidales;Dysgonomonadaceae;Proteiniphilum
Aminobacterium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,Bacteria,none,Synergistetes,Synergistia,Synergistales,Synergistaceae,Bacteria;none;Synergistetes;Synergistia;Synergistales;Synergistaceae;Aminobacterium
Thiothrix,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiotrichaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiotrichaceae;Thiothrix
Smithella,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Deltaproteobacteria,Syntrophales,Smithellaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Syntrophales;Smithellaceae;Smithella
Algiphilus,1.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Nevskiales,Algiphilaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Nevskiales;Algiphilaceae;Algiphilus
Calorithrix,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Calditrichaeota,Calditrichaeota_Incertae_sedis,Calditrichaeota_Incertae_sedis_Incertae_sedis,Calditrichaeota_Incertae_sedis_Incertae_sedis_Incertae_sedis,Bacteria;none;Calditrichaeota;Calditrichaeota_Incertae_sedis;Calditrichaeota_Incertae_sedis_Incertae_sedis;Calditrichaeota_Incertae_sedis_Incertae_sedis_Incertae_sedis;Calorithrix
Balneola,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Balneolaeota,Balneolia,Balneolales,Balneolaceae,Bacteria;none;Balneolaeota;Balneolia;Balneolales;Balneolaceae;Balneola
Halalkalibacillus,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halalkalibacillus
Tropheryma,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Tropherymataceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Tropherymataceae;Tropheryma
Hydrocarboniphaga,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Nevskiales,Sinobacteraceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Hydrocarboniphaga
Methylorubrum,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Methylobacteriaceae;Methylorubrum
Fodinicurvata,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhodovibrionaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhodovibrionaceae;Fodinicurvata
Notoacmeibacter,0.0,0.0,1.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Notoacmeibacteraceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Notoacmeibacteraceae;Notoacmeibacter
Occultella,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Ruaniaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Ruaniaceae;Occultella
Rhodovibrio,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Rhodovibrionaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Rhodovibrionaceae;Rhodovibrio
Xenococcus,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pleurocapsales,Xenococcaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pleurocapsales;Xenococcaceae;Xenococcus
Tapinothrix,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Heteroleibleiniaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Heteroleibleiniaceae;Tapinothrix
Natronobacillus,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Natronobacillus
Devosia,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Bacteria;none;Proteobacteria;Alphaproteobacteria;Hyphomicrobiales;Devosiaceae;Devosia
Jahnella,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Deltaproteobacteria,Myxococcales,Polyangiaceae,Bacteria;none;Proteobacteria;Deltaproteobacteria;Myxococcales;Polyangiaceae;Jahnella
Chroakolemma,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Leptolyngbyaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Leptolyngbyaceae;Chroakolemma
Breznakibacter,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Bacteroidia,Marinilabiliales,Marinilabiliaceae,Bacteria;none;Bacteroidota;Bacteroidia;Marinilabiliales;Marinilabiliaceae;Breznakibacter
Francisella,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Thiotrichales,Francisellaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Francisellaceae;Francisella
Rudaibacter,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Rudaibacter
Mumia,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Propionibacteriales,Nocardioidaceae,Bacteria;none;Actinobacteria;Actinomycetia;Propionibacteriales;Nocardioidaceae;Mumia
Hydrogenovibrio,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Thiotrichales,Piscirickettsiaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Piscirickettsiaceae;Hydrogenovibrio
Domibacillus,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Domibacillus
Neptunomonas,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Oceanospirillaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Oceanospirillaceae;Neptunomonas
Thalassotalea,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Thalassotalea
Deferribacter,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Deferribacteres,Deferribacteres,Deferribacterales,Deferribacteraceae,Bacteria;none;Deferribacteres;Deferribacteres;Deferribacterales;Deferribacteraceae;Deferribacter
Calditerrivibrio,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Deferribacteres,Deferribacteres,Deferribacterales,Calditerrivibrionaceae,Bacteria;none;Deferribacteres;Deferribacteres;Deferribacterales;Calditerrivibrionaceae;Calditerrivibrio
Dickeya,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pectobacteriaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Enterobacterales;Pectobacteriaceae;Dickeya
Cognaticolwellia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Colwelliaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Colwelliaceae;Cognaticolwellia
Saccharococcus,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Saccharococcus
Catenovulum,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Alteromonadaceae;Catenovulum
Ramsaria,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Oscillatoriales,Coleofasciculaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Oscillatoriales;Coleofasciculaceae;Ramsaria
Denitrovibrio,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Bacteria,none,Deferribacteres,Deferribacteres,Deferribacterales,Geovibrionaceae,Bacteria;none;Deferribacteres;Deferribacteres;Deferribacterales;Geovibrionaceae;Denitrovibrio
Geovibrio,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Deferribacteres,Deferribacteres,Deferribacterales,Geovibrionaceae,Bacteria;none;Deferribacteres;Deferribacteres;Deferribacterales;Geovibrionaceae;Geovibrio
Paludifilum,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Thermoactinomycetaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Thermoactinomycetaceae;Paludifilum
Halovibrio,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Halovibrio
Modicisalibacter,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Halomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Oceanospirillales;Halomonadaceae;Modicisalibacter
Moritella,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Alteromonadales,Moritellaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Alteromonadales;Moritellaceae;Moritella
Telmatobacter,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Bacteria,none,Acidobacteria,Acidobacteriia,Acidobacteriales,Acidobacteriaceae,Bacteria;none;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae;Telmatobacter
