genus,MEY11_0,MEY11_1,MEY11_2,MEY11_3,MEY11_4,MEY11_5,MEY11_6,MEY11_7,MEY11_8,MEY11_9,MEY4_0,MEY4_1,MEY4_2,MEY4_3,MEY4_4,MEY4_5,MEY4_6,MEY4_7,MEY4_8,MEY4_9,MEY7_0,MEY7_1,MEY7_2,MEY7_3,MEY7_4,MEY7_5,MEY7_6,MEY7_7,MEY7_8,MEY7_8_control,MEY7_9,MEY8_0,MEY8_1,MEY8_2,MEY8_3,MEY8_4,MEY8_5,MEY8_6,MEY8_7,MEY8_8,MEY8_9,total,superkingdom,kingdom,phylum,class,order,family,tax
Frankia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Frankiales,Frankiaceae,Bacteria;none;Actinobacteria;Actinomycetia;Frankiales;Frankiaceae;Frankia
Rapidithrix,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Flammeovirgaceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Flammeovirgaceae;Rapidithrix
Stackebrandtia,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Glycomycetales,Glycomycetaceae,Bacteria;none;Actinobacteria;Actinomycetia;Glycomycetales;Glycomycetaceae;Stackebrandtia
Colibacter,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Bacteria;none;Firmicutes;Negativicutes;Veillonellales;Veillonellaceae;Colibacter
Brevinema,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Spirochaetes,Spirochaetia,Brevinematales,Brevinemataceae,Bacteria;none;Spirochaetes;Spirochaetia;Brevinematales;Brevinemataceae;Brevinema
Brachyspira,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Spirochaetes,Spirochaetia,Brachyspirales,Brachyspiraceae,Bacteria;none;Spirochaetes;Spirochaetia;Brachyspirales;Brachyspiraceae;Brachyspira
Persinema,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Prochlorotrichaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Prochlorotrichaceae;Persinema
Aeribacillus,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aeribacillus
Parvimonas,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Bacteria;none;Firmicutes;Tissierellia;Tissierellales;Peptoniphilaceae;Parvimonas
Xanthomonas,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Xanthomonas
Stenotrophomonas,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae;Stenotrophomonas
Keratinibaculum,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Bacteria;none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Keratinibaculum
Soehngenia,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Bacteria;none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Soehngenia
Conyzicola,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Conyzicola
Urmitella,0.0,0.0,0.0,1.0,1,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Tissierellia,Tissierellales,Tissierellaceae,Bacteria;none;Firmicutes;Tissierellia;Tissierellales;Tissierellaceae;Urmitella
Dethiosulfatibacter,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Tissierellia,Tissierellia_Incertae_sedis,Tissierellia_Incertae_sedis_Incertae_sedis,Bacteria;none;Firmicutes;Tissierellia;Tissierellia_Incertae_sedis;Tissierellia_Incertae_sedis_Incertae_sedis;Dethiosulfatibacter
Thermoleptolyngbya,2.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Oculatellaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Oculatellaceae;Thermoleptolyngbya
Humibacter,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Humibacter
Cetobacterium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,Bacteria,none,Fusobacteria,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Bacteria;none;Fusobacteria;Fusobacteriia;Fusobacteriales;Fusobacteriaceae;Cetobacterium
Okibacterium,0.0,0.0,0.0,1.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Actinomycetia,Micrococcales,Microbacteriaceae,Bacteria;none;Actinobacteria;Actinomycetia;Micrococcales;Microbacteriaceae;Okibacterium
Sneathia,0.0,0.0,0.0,0.0,1,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Fusobacteria,Fusobacteriia,Fusobacteriales,Leptotrichiaceae,Bacteria;none;Fusobacteria;Fusobacteriia;Fusobacteriales;Leptotrichiaceae;Sneathia
Gemmatimonas,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,Bacteria,none,Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,Bacteria;none;Gemmatimonadetes;Gemmatimonadetes;Gemmatimonadales;Gemmatimonadaceae;Gemmatimonas
Aureibacillus,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacteria;none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Aureibacillus
Kiritimatiella,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Kiritimatiellaeota,Kiritimatiellae,Kiritimatiellales,Kiritimatiellaceae,Bacteria;none;Kiritimatiellaeota;Kiritimatiellae;Kiritimatiellales;Kiritimatiellaceae;Kiritimatiella
Tichowtungia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Bacteria,none,Kiritimatiellaeota,Tichowtungiia,Tichowtungiales,Tichowtungiaceae,Bacteria;none;Kiritimatiellaeota;Tichowtungiia;Tichowtungiales;Tichowtungiaceae;Tichowtungia
Plectolyngbya,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Leptolyngbyaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Leptolyngbyaceae;Plectolyngbya
Salinivibrio,0.0,2.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Salinivibrio
Pinocchia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Pseudanabaenales,Leptolyngbyaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Pseudanabaenales;Leptolyngbyaceae;Pinocchia
Spirochaeta,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Spirochaetes,Spirochaetia,Spirochaetales,Spirochaetaceae,Bacteria;none;Spirochaetes;Spirochaetia;Spirochaetales;Spirochaetaceae;Spirochaeta
Apibacter,0.0,0.0,0.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Weeksellaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Weeksellaceae;Apibacter
Thiolinea,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,Bacteria,none,Proteobacteria,Gammaproteobacteria,Thiotrichales,Thiolinaceae,Bacteria;none;Proteobacteria;Gammaproteobacteria;Thiotrichales;Thiolinaceae;Thiolinea
Schwartzia,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Negativicutes,Selenomonadales,Selenomonadaceae,Bacteria;none;Firmicutes;Negativicutes;Selenomonadales;Selenomonadaceae;Schwartzia
Cellulophaga,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Cellulophaga
Aureicoccus,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Aureicoccus
Prosthecobacter,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Verrucomicrobiaceae,Bacteria;none;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Prosthecobacter
Chamaesiphon,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Cyanobacteria,Cyanobacteria_Incertae_sedis,Synechococcales,Chamaesiphonaceae,Bacteria;none;Cyanobacteria;Cyanobacteria_Incertae_sedis;Synechococcales;Chamaesiphonaceae;Chamaesiphon
Desulfovirgula,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Bacteria;none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Desulfovirgula
Gillisia,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Gillisia
Thermacetogenium,0.0,0.0,1.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Bacteria;none;Firmicutes;Clostridia;Thermoanaerobacterales;Thermoanaerobacteraceae;Thermacetogenium
Terrimicrobium,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Verrucomicrobia,Terrimicrobia,Terrimicrobiales,Terrimicrobiaceae,Bacteria;none;Verrucomicrobia;Terrimicrobia;Terrimicrobiales;Terrimicrobiaceae;Terrimicrobium
Actibacter,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Actibacter
Fluviicola,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Crocinitomicaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Crocinitomicaceae;Fluviicola
Kordia,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Kordia
Culicoidibacter,0.0,1.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Firmicutes,Culicoidibacteria,Culicoidibacterales,Culicoidibacteraceae,Bacteria;none;Firmicutes;Culicoidibacteria;Culicoidibacterales;Culicoidibacteraceae;Culicoidibacter
Thermonema,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Thermonemataceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Thermonemataceae;Thermonema
Runella,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Spirosomaceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Spirosomaceae;Runella
Malacoplasma,1.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Tenericutes,Tenericutes_Incertae_sedis,Mycoplasmoidales,Mycoplasmoidaceae,Bacteria;none;Tenericutes;Tenericutes_Incertae_sedis;Mycoplasmoidales;Mycoplasmoidaceae;Malacoplasma
Desertimonas,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Actinobacteria,Acidimicrobiia,Acidimicrobiales,Ilumatobacteraceae,Bacteria;none;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae;Desertimonas
Metamycoplasma,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Tenericutes,Tenericutes_Incertae_sedis,Mycoplasmoidales,Metamycoplasmataceae,Bacteria;none;Tenericutes;Tenericutes_Incertae_sedis;Mycoplasmoidales;Metamycoplasmataceae;Metamycoplasma
Marinoscillum,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,Bacteria,none,Bacteroidota,Cytophagia,Cytophagales,Reichenbachiellaceae,Bacteria;none;Bacteroidota;Cytophagia;Cytophagales;Reichenbachiellaceae;Marinoscillum
Mesonia,1.0,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,Bacteria,none,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Bacteria;none;Bacteroidota;Flavobacteriia;Flavobacteriales;Flavobacteriaceae;Mesonia
