species,MEO10_0,MEO10_6,MEO11_0,MEO11_6,MEO12_0,MEO12_6,MEO13_0,MEO13_6,MEO14_0,MEO14_6,MEO15_0,MEO15_6,MEO16_0,MEO16_6,MEO17_0,MEO17_6,MEO18_0,MEO18_6,MEO19_0,MEO19_6,MEO1_0,MEO1_7,MEO20_0,MEO20_6,MEO2_0,MEO2_7,MEO3_0,MEO3_7,MEO4_0,MEO4_7,MEO5_0,MEO5_7,MEO6_0,MEO6_7,MEO7_0,MEO7_6,MEO9_0,MEO9_6,MEY10_0,MEY10_6,MEY12_0,MEY12_6,MEY13_0,MEY13_6,MEY14_0,MEY14_6,MEY15_0,MEY15_cntrl,MEY16_0,MEY16_6,MEY17_0,MEY17_6,MEY18_0,MEY18_6,MEY19_0,MEY19_6,MEY1_0,MEY1_6,MEY20_0,MEY20_6,MEY21_0,MEY21_6,MEY22_0,MEY22_6,MEY23_0,MEY23_6,MEY24_0,MEY24_6,MEY2_0,MEY2_6,MEY3_0,MEY3_6,MEY5_0,MEY5_6,MEY6_0,MEY6_6,MEY9_0,MEY9_6,total,superkingdom,kingdom,phylum,class,order,family,genus,tax
Bacillus solimangrovi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,11,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus solimangrovi
Bacillus spongiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus spongiae
Bacillus subtilis,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus subtilis
Bacillus tianmuensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus tianmuensis
Bacillus tianshenii,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus tianshenii
Bacillus velezensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus velezensis
Bacillus weihaiensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Bacillus;Bacillus weihaiensis
Caldalkalibacillus thermarum,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0,3,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,1,0,0,0,2,0,0,0,2,0,1,0,0,0,3,33,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldalkalibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus;Caldalkalibacillus thermarum
Caldalkalibacillus uzonensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,3,0,0,0,0,5,1,0,0,0,6,0,0,4,2,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,36,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldalkalibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldalkalibacillus;Caldalkalibacillus uzonensis
Caldibacillus pasinlerensis,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,23,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus;Caldibacillus pasinlerensis
Caldibacillus thermoamylovorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus;Caldibacillus thermoamylovorans
Caldibacillus thermolactis,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,0,0,0,0,6,0,1,6,0,1,0,0,0,0,2,0,0,0,0,0,33,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Caldibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Caldibacillus;Caldibacillus thermolactis
Calditerricola satsumensis,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,17,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Calditerricola,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calditerricola;Calditerricola satsumensis
Calidifontibacillus oryziterrae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Calidifontibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Calidifontibacillus;Calidifontibacillus oryziterrae
Cerasibacillus quisquiliarum,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,27,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cerasibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cerasibacillus;Cerasibacillus quisquiliarum
Cerasibacillus terrae,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cerasibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cerasibacillus;Cerasibacillus terrae
Compostibacillus humi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Compostibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Compostibacillus;Compostibacillus humi
Cytobacillus eiseniae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus eiseniae
Cytobacillus firmus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus firmus
Cytobacillus formosensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus formosensis
Cytobacillus horneckiae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus horneckiae
Cytobacillus praedii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus praedii
Cytobacillus solani,0,0,0,0,0,2,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,1,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,13,2,0,0,6,0,0,0,4,0,0,0,65,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Cytobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Cytobacillus;Cytobacillus solani
Domibacillus enclensis,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Domibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Domibacillus;Domibacillus enclensis
Ectobacillus antri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Ectobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Ectobacillus;Ectobacillus antri
Edaphobacillus lindanitolerans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Edaphobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Edaphobacillus;Edaphobacillus lindanitolerans
Evansella caseinilytica,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,2,0,0,0,4,31,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Evansella,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Evansella;Evansella caseinilytica
Evansella clarkii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Evansella,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Evansella;Evansella clarkii
Fictibacillus arsenicus,0,4,0,2,1,2,1,0,2,0,1,1,0,2,0,1,1,5,1,4,2,4,4,4,1,1,2,0,2,0,1,3,4,8,0,1,3,4,1,3,1,2,2,0,2,1,1,0,2,1,5,0,2,11,3,6,17,5,4,2,0,3,21,0,1,4,1,0,2,0,2,1,2,3,1,2,2,9,197,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus arsenicus
Fictibacillus barbaricus,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus barbaricus
Fictibacillus enclensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,10,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus enclensis
Fictibacillus rigui,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus rigui
Fictibacillus solisalsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fictibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fictibacillus;Fictibacillus solisalsi
Fredinandcohnia aciditolerans,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Fredinandcohnia,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Fredinandcohnia;Fredinandcohnia aciditolerans
Geobacillus jurassicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus jurassicus
Geobacillus lituanicus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus lituanicus
Geobacillus thermoleovorans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,45,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus thermoleovorans
Geobacillus uzenensis,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,5,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Geobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Geobacillus;Geobacillus uzenensis
Gottfriedia acidiceleris,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gottfriedia,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gottfriedia;Gottfriedia acidiceleris
Gottfriedia solisilvae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gottfriedia,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gottfriedia;Gottfriedia solisilvae
Gracilibacillus bigeumensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;Gracilibacillus bigeumensis
Gracilibacillus dipsosauri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;Gracilibacillus dipsosauri
Gracilibacillus lacisalsi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Gracilibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Gracilibacillus;Gracilibacillus lacisalsi
Halalkalibacillus halophilus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halalkalibacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halalkalibacillus;Halalkalibacillus halophilus
Halalkalibacterium halodurans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halalkalibacterium (ex Joshi et al. 2022),Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halalkalibacterium (ex Joshi et al. 2022);Halalkalibacterium halodurans
Halobacillus aidingensis,1,0,0,0,0,1,6,1,2,0,0,0,0,0,0,1,0,0,0,2,0,0,4,10,3,1,0,4,1,2,4,7,3,3,0,0,0,1,1,0,1,2,1,0,0,1,1,0,1,1,1,0,1,0,0,5,4,2,1,0,0,0,14,0,3,3,1,5,1,2,3,2,0,4,1,4,3,3,129,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus aidingensis
Halobacillus karajensis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,Bacteria,Bacteria_none,Firmicutes,Bacilli,Bacillales,Bacillaceae,Halobacillus,Bacteria;Bacteria_none;Firmicutes;Bacilli;Bacillales;Bacillaceae;Halobacillus;Halobacillus karajensis
